region,PROVINCE,BEINGBULLIED,PERCOMP,PERCOOP,GFOFAIL,EUDMO,SWBP,BELONG,ST207Q01HA,ST207Q02HA,ST207Q03HA,ST207Q04HA,SC001Q01TA,SC013Q01TA,SC016Q01TA,SC016Q02TA,SC016Q04TA,SC017Q01NA,SC017Q03NA,SC161Q01SA
Region IX,Zamboanga del Norte,1.1625,-0.6142,-0.9391,0.4637,0.2621,0.5012,-0.7764,2.0,3.0,2.0,3.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,,,,-1.4242,-1.3951,-1.3186,,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,1.8633,-0.2309,-0.4866,-0.6133,0.4055,-1.0127,-1.3816,3.0,2.0,2.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,1.2618,0.6912,-0.9391,1.8905,0.2621,-1.1176,-0.8273,2.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,0.8233,-0.6142,0.6012,-1.4869,-1.593,-0.7871,-1.2762,2.0,1.0,1.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,0.2907,1.0326,-0.5107,0.4637,1.1963,0.1869,-0.0939,4.0,3.0,4.0,4.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,1.1625,0.6912,0.6012,-0.687,0.2621,1.2386,-0.7654,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,-0.7823,-0.6142,-0.9391,-1.8939,1.348,0.6502,0.2929,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,1.1625,0.6912,0.6012,1.0671,0.147,0.7301,-0.1078,3.0,4.0,3.0,4.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,1.4812,1.1085,0.9747,0.4637,-0.6723,-0.5928,-0.9111,3.0,3.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,1.5082,-0.6142,-2.1428,0.4637,0.2621,-0.5928,-0.3184,2.0,2.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,1.1928,-0.6142,-0.1855,0.4637,0.2621,0.7301,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,3.8591,0.6912,0.6012,-0.687,0.2621,1.2386,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,-0.7823,-0.6142,1.3256,-1.8939,0.9759,1.2386,-3.2367,2.0,4.0,1.0,1.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,2.9705,-0.6142,-0.3047,-0.7592,0.9269,0.1869,-0.7364,3.0,2.0,3.0,2.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,2.07,-0.769,-0.3047,-0.2006,-0.3121,0.6502,-0.5707,3.0,3.0,3.0,2.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,2.07,0.6912,0.6012,0.4637,0.2621,-0.5928,-0.6659,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,0.8233,0.6912,0.6012,-0.4678,0.2621,0.5012,-0.6869,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,3.8591,0.0866,0.6012,1.4083,0.2621,-0.5928,-0.5707,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,-0.7823,-0.6142,0.6012,0.8794,-0.569,0.3385,-0.3184,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,,,-0.9391,,-0.267,-0.5928,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,2.07,-0.043,-0.0169,-0.9295,-0.569,-0.9444,,3.0,2.0,3.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,2.1379,-0.6142,-0.9391,0.052,0.2621,-1.1889,-0.5665,3.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,-0.7823,0.202,-0.3047,-0.687,1.348,0.7301,-0.3184,3.0,3.0,4.0,4.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,2.07,0.6912,-0.1855,-0.2006,0.2621,0.6502,-0.5878,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,0.7703,0.6912,-1.5068,0.4637,0.2621,0.7301,-0.3524,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,,-0.2309,-0.3047,-0.2006,1.348,1.2386,-0.8405,2.0,3.0,3.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,2.9705,1.2186,-0.1855,1.8905,1.1963,-0.5928,-1.186,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,2.07,0.6912,0.6012,0.4637,0.2621,1.2386,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,-0.7823,-0.043,0.6012,-0.4342,-0.3121,1.2386,-0.4493,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,0.7294,-0.1532,-0.4213,-0.687,-0.9827,0.7301,-0.9236,2.0,2.0,1.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,1.203,-1.36,-1.4801,-0.6133,0.2621,-1.3186,-0.3522,1.0,1.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,2.07,-0.1532,-0.9391,0.1097,0.2621,-1.1176,-0.8575,3.0,2.0,3.0,2.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,0.7703,0.6912,0.6012,-1.2319,1.7411,0.1869,0.3018,3.0,3.0,4.0,4.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,0.7703,-0.6142,-0.9391,-0.2006,0.2621,-0.5928,-0.6869,3.0,3.0,2.0,3.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,0.1462,0.6912,0.6012,0.4637,0.2621,0.6502,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,0.8615,1.4734,-0.9391,1.0671,-1.7389,-0.5928,0.9423,3.0,3.0,4.0,4.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,1.1625,0.6912,0.6012,-0.4342,0.2621,1.2386,-0.7654,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,1.4812,0.6912,-0.3047,0.4637,0.2621,1.2386,-0.9879,3.0,3.0,,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,1.1211,2.0378,-0.1855,1.8905,1.7411,0.7301,-0.5878,2.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Norte,0.8233,1.563,-2.1428,-0.4342,0.2621,-0.5928,-0.6659,2.0,2.0,2.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",95.0,0.0,1.0,To some extent,A lot,Not checked
Region IX,Zamboanga del Norte,1.1928,2.0378,-0.9391,0.8207,1.1963,1.2386,0.0348,1.0,1.0,4.0,4.0,A town (15 000 to about 100 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",55.0,45.0,0.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,,,,0.4637,0.2621,,-0.9879,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,,,,0.4637,,1.2386,-0.8395,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,,,,-0.4342,-0.1652,0.1869,-0.9302,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,,-1.4753,0.6012,0.4637,0.9759,0.1038,-0.4371,2.0,2.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,,0.2865,,-0.3799,,0.3385,-1.567,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,-0.7823,0.0158,0.6012,-0.687,1.7411,1.2386,0.9423,3.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,-0.7823,0.6912,0.6012,-0.4939,0.9269,-0.5928,0.6818,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,,,,0.4637,0.2621,-0.5928,0.0834,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,0.7703,0.6912,-0.2119,-0.3799,-0.267,-0.5928,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.2327,0.3365,-1.7176,-1.0109,-1.2631,-1.0127,0.0805,1.0,2.0,3.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,3.8591,,-0.3277,-1.109,1.7411,1.2386,-1.253,4.0,1.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,2.0987,0.027,0.6012,0.4637,0.2621,1.2386,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,0.2907,1.2186,0.9995,-0.2006,-0.4276,0.5012,0.5251,3.0,3.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,0.2308,2.0378,0.6012,-0.2006,0.2621,0.1869,0.6818,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.4454,-0.043,-0.5358,0.1097,0.2621,0.7301,-1.186,3.0,2.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,0.8233,-0.043,-0.4213,-0.2006,0.2621,0.7301,-0.1992,2.0,3.0,3.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,1.0894,-0.2309,,0.0208,-1.2631,-0.5928,-0.8632,2.0,3.0,1.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,1.8633,2.0378,1.6762,-0.687,0.2621,0.7301,-1.0217,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.8633,2.0378,1.3256,1.3423,1.7411,1.2386,-1.2605,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.7757,0.0866,-0.6447,-0.862,-1.1437,0.1038,0.0638,2.0,3.0,4.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,2.07,0.6912,0.6012,0.4637,0.2621,1.2386,-0.7814,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,,,,1.4083,0.9269,0.7301,0.1554,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,0.7841,-0.6142,0.6012,0.8794,1.7411,-0.5928,0.472,1.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,2.07,0.6912,0.6012,-0.3799,0.2621,0.5012,-0.3184,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,1.8016,0.6912,-0.4213,-0.687,0.2621,,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.1625,0.6912,0.6012,0.4637,0.8126,1.2386,-0.799,3.0,2.0,2.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,3.8591,-0.2309,0.6012,-0.4342,-0.0193,-0.1429,-0.445,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,2.4122,2.0378,-1.4801,1.3423,-0.267,1.2386,-0.6843,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,,,,,,,,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,0.7703,-0.6142,-0.9391,-1.4869,-2.1464,0.4094,-1.866,3.0,2.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.5082,0.6912,0.6012,1.8905,1.348,-0.5928,-0.7814,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.1625,-0.6142,-0.9391,-0.687,0.2621,0.1869,-0.9879,2.0,2.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,2.0327,-0.1532,-0.2814,,-0.3121,1.2386,-0.8423,3.0,4.0,3.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,,0.8147,-0.2119,-0.2006,-0.3121,-1.3186,-0.6971,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,,0.6912,,0.052,0.2621,0.1038,0.4846,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,1.2618,2.0378,-2.1428,-1.8939,1.1963,1.2386,1.4903,4.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,,,,-0.2006,1.7411,0.6502,-0.3184,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.5082,-1.0299,-0.4213,-0.687,-1.3539,-1.7969,-0.7944,1.0,2.0,3.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,-0.7823,2.0378,1.6762,-0.9598,1.7411,1.2386,-3.2367,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,,,,1.1422,0.8126,0.7301,0.0268,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,,0.6912,,0.052,0.2621,-0.5928,-0.3184,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,0.8233,0.6912,0.6012,0.4637,0.2621,0.1869,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,2.9705,1.1085,,0.4637,0.2621,1.2386,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,1.1625,-0.6142,0.6012,0.8207,0.2621,-0.5928,-0.9052,3.0,2.0,2.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,,1.563,,-0.3799,0.2621,1.2386,-0.9879,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,2.07,-0.2309,0.6012,0.4637,1.7411,1.2386,0.0595,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.1625,0.6912,1.6762,-0.3799,0.2621,1.2386,0.2243,2.0,3.0,3.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,,,,0.052,-0.267,-0.5928,-0.8596,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,2.4601,-0.1532,-0.4213,0.4637,0.2621,-0.5928,-0.921,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,2.9705,0.6912,-0.1855,0.4637,0.2621,0.4094,-0.6765,2.0,3.0,1.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,2.4601,-0.1532,-0.3047,-0.2006,0.147,0.1869,0.0407,2.0,3.0,1.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,,,,1.1422,0.2621,1.2386,-1.2479,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,1.5172,0.2865,0.6012,-0.4342,-0.569,-0.5928,-0.8395,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,,,,0.052,0.2621,0.5012,-0.3184,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,1.7669,0.6912,0.6012,-1.8939,1.7411,1.2386,1.4685,2.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,2.07,-0.6142,-0.9391,-0.687,1.7411,0.1038,0.0834,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",70.0,19.0,,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,-0.7823,0.6912,0.6012,0.4637,0.2621,1.2386,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,3.8591,0.6912,-0.4213,-0.2006,0.2621,1.2386,-0.445,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",99.0,,1.0,Not at all,Very little,Not checked
Region IX,Zamboanga del Sur,-0.7823,-0.4686,1.6762,-0.687,-0.3121,1.2386,-0.9879,1.0,1.0,1.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,0.2907,0.2865,0.6012,0.4637,1.1963,-0.5928,-1.0302,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",79.0,11.0,1.0,Very little,Very little,Not checked
Region IX,Zamboanga del Sur,-0.7823,-1.9892,1.6762,0.052,1.7411,1.2386,2.7249,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
Region IX,Zamboanga del Sur,,,,1.8905,1.7411,,,,,,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,0.0,0.0,Very little,Not at all,Not checked
